neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
H17-06-006-11-08-05_605871474_m,87044,33726.6,4699.03,2.02028,83.3313,1.02893,1306.1,6.0,126.0,258.0,2288.09,1146.39,228.94,0.400909,1781.5,2066.51,19.0,0.898775,22533.0,0.517311,74.0227,26807.2
H17-06-006-11-08-07_587405674_m,87045,8140.54,1281.5,1.91664,83.2593,1.04354,586.647,8.0,16.0,40.0,336.383,461.181,115.2,0.585265,350.416,456.363,5.0,0.850123,3695.0,0.5125,74.8943,4402.78
H17-06-006-11-08-08_601946464_m,87046,12892.6,1134.99,2.00023,91.394,1.04826,496.215,7.0,194.0,395.0,309.186,353.498,53.05,0.290962,313.053,631.221,29.0,0.847382,12214.0,0.568506,92.0378,14022.7
H17-06-006-11-09-04_591274508_m,87047,23969.6,6189.65,1.85245,68.9958,1.03327,981.184,9.0,51.0,111.0,380.491,996.29,115.62,0.799679,1098.53,1199.97,14.0,0.888989,8027.0,0.46323,54.0759,9456.8
H17-06-006-11-09-05_601947568_m,87048,29759.0,3391.03,1.99192,86.5963,1.03967,882.939,4.0,312.0,628.0,442.356,979.28,104.33,0.290303,923.789,1801.68,37.0,0.858519,27732.0,0.569884,85.0465,31962.4
H16-03-005-01-03-02_566350592_m,86960,18201.9,2675.1,1.99778,74.8954,1.02395,610.608,6.0,60.0,126.0,1307.09,1243.5,113.64,0.504567,1185.21,1348.53,11.0,0.911265,9771.0,0.354362,48.5531,11440.2
H16-03-005-01-04-03_697383950_m,102557,24480.3,4434.98,1.92952,87.6486,1.03483,598.935,6.0,84.0,174.0,759.072,655.044,110.86,0.485241,776.353,1155.38,10.0,0.87281,13920.0,0.468314,75.2868,16003.9
H16-03-005-01-04-04_614429598_m,86961,37711.4,6804.4,1.98733,74.7539,1.01936,719.158,7.0,193.0,393.0,820.793,914.189,174.08,0.361469,766.613,911.774,19.0,0.920481,25909.0,0.541499,63.0758,31281.6
H16-03-005-01-06-01_694328860_m,102558,22273.0,3594.73,1.97023,83.0305,1.03901,508.061,6.0,79.0,164.0,714.082,1101.63,94.15,0.444254,1006.29,1620.44,12.0,0.84913,13145.0,0.390941,77.9974,15750.1
H16-03-005-01-09-01_563819062_m,86962,16342.6,2165.15,1.9986,85.1106,1.03697,759.294,5.0,95.0,195.0,529.094,688.292,95.32,0.42011,524.869,967.626,12.0,0.874436,10385.0,0.480547,76.2128,12811.0
